Time,Temp,Target,PWM,FanState,LowerBound,UpperBound
3434485,24.94,25,151,1,22.5,27.5
3435166,24.94,25,151,1,22.5,27.5
3435846,24.94,25,151,1,22.5,27.5
3436526,24.94,25,151,1,22.5,27.5
3437207,24.94,25,152,1,22.5,27.5
3437887,24.94,25,152,1,22.5,27.5
3438567,24.94,25,152,1,22.5,27.5
3439248,24.94,25,152,1,22.5,27.5
3439928,24.94,25,152,1,22.5,27.5
3440608,24.94,25,152,1,22.5,27.5
3441289,24.94,25,152,1,22.5,27.5
3441969,24.94,25,152,1,22.5,27.5
3442649,24.94,25,152,1,22.5,27.5
3443330,24.94,25,152,1,22.5,27.5
3444010,24.94,25,152,1,22.5,27.5
3444690,24.94,25,152,1,22.5,27.5
3445371,24.94,25,152,1,22.5,27.5
3446051,24.94,25,152,1,22.5,27.5
3446731,25,25,152,1,22.5,27.5
3447411,24.94,25,152,1,22.5,27.5
3448091,24.94,25,152,1,22.5,27.5
3448771,24.94,25,152,1,22.5,27.5
3449452,24.94,25,152,1,22.5,27.5
3450132,24.94,25,152,1,22.5,27.5
3450812,25,25,152,1,22.5,27.5
3451492,25,25,152,1,22.5,27.5
3452172,25,25,152,1,22.5,27.5
3452852,25,25,152,1,22.5,27.5
3453532,25,25,152,1,22.5,27.5
3454212,25,25,152,1,22.5,27.5
3454892,25,25,152,1,22.5,27.5
3455572,25,25,152,1,22.5,27.5
3456252,25,25,152,1,22.5,27.5
3456932,25,25,152,1,22.5,27.5
3457612,25,25,152,1,22.5,27.5
3458292,25.06,25,152,1,22.5,27.5
3458972,25,25,152,1,22.5,27.5
3459652,25,25,152,1,22.5,27.5
3460332,25,25,152,1,22.5,27.5
3461012,25,25,152,1,22.5,27.5
3461692,25,25,152,1,22.5,27.5
3462372,25.06,25,152,1,22.5,27.5
3463052,25.06,25,152,1,22.5,27.5
3463732,25.06,25,152,1,22.5,27.5
3464412,25,25,152,1,22.5,27.5
3465092,25.06,25,151,1,22.5,27.5
3465772,25.06,25,152,1,22.5,27.5
3466452,25.06,25,151,1,22.5,27.5
3467132,25.06,25,151,1,22.5,27.5
3467812,25.06,25,151,1,22.5,27.5
3468492,25.06,25,151,1,22.5,27.5
3469172,25.06,25,151,1,22.5,27.5
3469852,25.12,25,151,1,22.5,27.5
3470533,25.06,25,151,1,22.5,27.5
3471213,25.06,25,151,1,22.5,27.5
3471893,25.06,25,151,1,22.5,27.5
3472573,25.06,25,151,1,22.5,27.5
3473253,25.06,25,151,1,22.5,27.5
3473933,25.06,25,151,1,22.5,27.5
3474613,25.06,25,151,1,22.5,27.5
3475293,25.06,25,151,1,22.5,27.5
3475973,25.06,25,151,1,22.5,27.5
3476653,25.06,25,151,1,22.5,27.5
3477333,25.12,25,151,1,22.5,27.5
3478013,25.06,25,151,1,22.5,27.5
3478693,25.12,25,151,1,22.5,27.5
3479373,25.06,25,151,1,22.5,27.5
3480053,25.06,25,151,1,22.5,27.5
3480733,25.06,25,151,1,22.5,27.5
3481413,25.06,25,151,1,22.5,27.5
3482093,25.06,25,151,1,22.5,27.5
3482773,25.12,25,151,1,22.5,27.5
3483453,25.06,25,151,1,22.5,27.5
3484133,25.12,25,151,1,22.5,27.5
3484813,25.12,25,151,1,22.5,27.5
3485493,25.12,25,151,1,22.5,27.5
3486173,25.06,25,151,1,22.5,27.5
3486853,25.12,25,150,1,22.5,27.5
3487533,25.12,25,151,1,22.5,27.5
3488213,25.12,25,150,1,22.5,27.5
3488893,25.12,25,150,1,22.5,27.5
3489573,25.06,25,151,1,22.5,27.5
3490253,25.12,25,150,1,22.5,27.5
3490933,25.12,25,150,1,22.5,27.5
3491613,25.12,25,150,1,22.5,27.5
3492293,25.06,25,150,1,22.5,27.5
3492973,25.12,25,150,1,22.5,27.5
3493653,25.12,25,150,1,22.5,27.5
3494333,25.12,25,150,1,22.5,27.5
3495013,25.12,25,150,1,22.5,27.5
3495693,25.12,25,150,1,22.5,27.5
3496373,25.12,25,150,1,22.5,27.5
3497053,25.12,25,150,1,22.5,27.5
3497733,25.12,25,150,1,22.5,27.5
3498413,25.12,25,150,1,22.5,27.5
3499093,25.12,25,150,1,22.5,27.5
3499773,25.12,25,150,1,22.5,27.5
3500453,25.12,25,150,1,22.5,27.5
3501133,25.12,25,150,1,22.5,27.5
3501813,25.12,25,150,1,22.5,27.5
3502493,25.12,25,150,1,22.5,27.5
3503173,25.12,25,150,1,22.5,27.5
3503853,25.12,25,150,1,22.5,27.5
3504533,25.12,25,150,1,22.5,27.5
3505213,25.12,25,149,1,22.5,27.5
3505893,25.12,25,149,1,22.5,27.5
3506573,25.12,25,149,1,22.5,27.5
3507253,25.12,25,149,1,22.5,27.5
3507933,25.12,25,149,1,22.5,27.5
3508613,25.12,25,149,1,22.5,27.5
3509293,25.12,25,149,1,22.5,27.5
3509973,25.12,25,149,1,22.5,27.5
3510653,25.12,25,149,1,22.5,27.5
3511333,25.12,25,149,1,22.5,27.5
3512013,25.12,25,149,1,22.5,27.5
3512693,25.12,25,149,1,22.5,27.5
3513373,25.12,25,149,1,22.5,27.5
3514053,25.12,25,149,1,22.5,27.5
3514733,25.12,25,149,1,22.5,27.5
3515413,25.12,25,149,1,22.5,27.5
3516093,25.12,25,149,1,22.5,27.5
3516773,25.19,25,148,1,22.5,27.5
3517453,25.12,25,149,1,22.5,27.5
3518133,25.12,25,149,1,22.5,27.5
3518813,25.12,25,149,1,22.5,27.5
3519493,25.12,25,149,1,22.5,27.5
3520173,25.12,25,149,1,22.5,27.5
3520853,25.12,25,148,1,22.5,27.5
3521533,25.19,25,148,1,22.5,27.5
3522213,25.19,25,148,1,22.5,27.5
3522893,25.19,25,148,1,22.5,27.5
3523573,25.19,25,148,1,22.5,27.5
3524253,25.12,25,148,1,22.5,27.5
3524933,25.19,25,148,1,22.5,27.5
3525613,25.19,25,148,1,22.5,27.5
3526293,25.19,25,148,1,22.5,27.5
3526973,25.19,25,148,1,22.5,27.5
3527653,25.12,25,148,1,22.5,27.5
3528333,25.19,25,148,1,22.5,27.5
3529013,25.19,25,148,1,22.5,27.5
3529693,25.19,25,148,1,22.5,27.5
3530373,25.19,25,147,1,22.5,27.5
3531053,25.19,25,147,1,22.5,27.5
3531733,25.19,25,147,1,22.5,27.5
3532413,25.19,25,147,1,22.5,27.5
3533093,25.19,25,147,1,22.5,27.5
3533773,25.12,25,147,1,22.5,27.5
3534453,25.12,25,147,1,22.5,27.5
3535133,25.19,25,147,1,22.5,27.5
3535813,25.12,25,147,1,22.5,27.5
3536493,25.19,25,147,1,22.5,27.5
3537173,25.19,25,147,1,22.5,27.5
3537853,25.12,25,147,1,22.5,27.5
3538533,25.19,25,147,1,22.5,27.5
3539213,25.19,25,147,1,22.5,27.5
3539893,25.12,25,147,1,22.5,27.5
3540573,25.19,25,147,1,22.5,27.5
3541253,25.12,25,147,1,22.5,27.5
3541933,25.12,25,147,1,22.5,27.5
3542613,25.12,25,147,1,22.5,27.5
3543293,25.12,25,147,1,22.5,27.5
3543973,25.12,25,147,1,22.5,27.5
3544653,25.12,25,147,1,22.5,27.5
3545333,25.12,25,146,1,22.5,27.5
3546013,25.12,25,146,1,22.5,27.5
3546693,25.12,25,146,1,22.5,27.5
3547373,25.12,25,146,1,22.5,27.5
3548053,25.12,25,146,1,22.5,27.5
3548733,25.12,25,146,1,22.5,27.5
3549413,25.12,25,146,1,22.5,27.5
3550093,25.12,25,146,1,22.5,27.5
3550773,25.12,25,146,1,22.5,27.5
3551453,25.12,25,146,1,22.5,27.5
3552133,25.12,25,146,1,22.5,27.5
3552813,25.06,25,146,1,22.5,27.5
3553493,25.12,25,146,1,22.5,27.5
3554173,25.12,25,146,1,22.5,27.5
3554853,25.06,25,146,1,22.5,27.5
3555533,25.06,25,146,1,22.5,27.5
3556213,25.12,25,146,1,22.5,27.5
3556893,25.06,25,146,1,22.5,27.5
3557573,25.12,25,146,1,22.5,27.5
3558253,25.06,25,146,1,22.5,27.5
3558933,25.12,25,146,1,22.5,27.5
3559613,25.12,25,146,1,22.5,27.5
3560293,25.06,25,146,1,22.5,27.5
3560973,25.06,25,146,1,22.5,27.5
3561653,25.06,25,146,1,22.5,27.5
3562333,25.06,25,146,1,22.5,27.5
3563013,25.06,25,146,1,22.5,27.5
3563693,25.06,25,146,1,22.5,27.5
3564373,25.06,25,146,1,22.5,27.5
3565053,25.06,25,146,1,22.5,27.5
3565733,25.06,25,146,1,22.5,27.5
3566413,25.06,25,146,1,22.5,27.5
3567093,25.06,25,146,1,22.5,27.5
3567773,25.06,25,146,1,22.5,27.5
3568453,25.06,25,146,1,22.5,27.5
3569133,25.06,25,146,1,22.5,27.5
3569813,25.06,25,145,1,22.5,27.5
3570493,25.06,25,145,1,22.5,27.5
3571173,25.06,25,145,1,22.5,27.5
3571853,25.06,25,145,1,22.5,27.5
3572533,25.06,25,145,1,22.5,27.5
3573213,25.06,25,145,1,22.5,27.5
3573893,25.06,25,145,1,22.5,27.5
3574573,25.06,25,145,1,22.5,27.5
3575253,25.06,25,145,1,22.5,27.5
3575933,25.06,25,145,1,22.5,27.5
3576613,25.06,25,145,1,22.5,27.5
3577293,25.06,25,145,1,22.5,27.5
3577973,25.06,25,145,1,22.5,27.5
3578653,25.06,25,145,1,22.5,27.5
3579333,25.06,25,145,1,22.5,27.5
3580013,25.06,25,145,1,22.5,27.5
3580693,25.06,25,145,1,22.5,27.5
3581373,25.06,25,145,1,22.5,27.5
3582053,25,25,145,1,22.5,27.5
3582733,25.06,25,145,1,22.5,27.5
3583413,25.06,25,145,1,22.5,27.5
3584093,25.06,25,145,1,22.5,27.5
3584773,25.06,25,145,1,22.5,27.5
3585453,25.06,25,145,1,22.5,27.5
3586133,25.06,25,145,1,22.5,27.5
3586813,25.06,25,145,1,22.5,27.5
3587493,25.06,25,145,1,22.5,27.5
3588173,25,25,145,1,22.5,27.5
3588853,25.06,25,145,1,22.5,27.5
3589533,25.06,25,145,1,22.5,27.5
3590213,25.06,25,145,1,22.5,27.5
3590893,25.06,25,145,1,22.5,27.5
3591573,25,25,145,1,22.5,27.5
3592253,25.06,25,145,1,22.5,27.5
3592933,25.06,25,145,1,22.5,27.5
3593613,25.06,25,145,1,22.5,27.5
3594293,25.06,25,145,1,22.5,27.5
3594973,25,25,145,1,22.5,27.5
3595653,25.06,25,145,1,22.5,27.5
3596333,25.06,25,145,1,22.5,27.5
3597013,25.06,25,145,1,22.5,27.5
3597693,25.06,25,145,1,22.5,27.5
3598373,25.06,25,145,1,22.5,27.5
3599053,25.06,25,145,1,22.5,27.5
3599733,25.06,25,145,1,22.5,27.5
3600413,25.06,25,145,1,22.5,27.5
3601093,25.06,25,145,1,22.5,27.5
3601773,25.06,25,145,1,22.5,27.5
3602453,25.06,25,145,1,22.5,27.5
3603133,25.06,25,145,1,22.5,27.5
3603813,25.06,25,145,1,22.5,27.5
3604493,25.06,25,144,1,22.5,27.5
3605173,25.06,25,144,1,22.5,27.5
3605853,25.06,25,144,1,22.5,27.5
3606533,25.06,25,144,1,22.5,27.5
3607213,25.06,25,144,1,22.5,27.5
3607893,25.12,25,144,1,22.5,27.5
3608573,25.06,25,144,1,22.5,27.5
3609253,25.06,25,144,1,22.5,27.5
3609933,25.12,25,144,1,22.5,27.5
3610613,25.12,25,144,1,22.5,27.5
3611293,25.12,25,144,1,22.5,27.5
3611973,25.12,25,144,1,22.5,27.5
3612653,25.12,25,144,1,22.5,27.5
3613333,25.12,25,144,1,22.5,27.5
3614013,25.12,25,144,1,22.5,27.5
3614693,25.12,25,144,1,22.5,27.5
3615373,25.12,25,144,1,22.5,27.5
3616053,25.12,25,144,1,22.5,27.5
3616733,25.12,25,144,1,22.5,27.5
3617413,25.12,25,144,1,22.5,27.5
3618093,25.12,25,144,1,22.5,27.5
3618773,25.19,25,143,1,22.5,27.5
3619453,25.19,25,143,1,22.5,27.5
3620133,25.19,25,143,1,22.5,27.5
3620813,25.19,25,143,1,22.5,27.5
3621493,25.19,25,143,1,22.5,27.5
3622173,25.19,25,143,1,22.5,27.5
3622853,25.19,25,143,1,22.5,27.5
3623533,25.19,25,143,1,22.5,27.5
3624213,25.19,25,143,1,22.5,27.5
3624893,25.19,25,143,1,22.5,27.5
3625573,25.19,25,143,1,22.5,27.5
3626253,25.19,25,143,1,22.5,27.5
3626933,25.19,25,143,1,22.5,27.5
3627613,25.19,25,143,1,22.5,27.5
3628293,25.19,25,143,1,22.5,27.5
3628973,25.19,25,142,1,22.5,27.5
3629653,25.19,25,142,1,22.5,27.5
3630333,25.25,25,142,1,22.5,27.5
3631013,25.25,25,142,1,22.5,27.5
3631693,25.25,25,142,1,22.5,27.5
3632373,25.25,25,142,1,22.5,27.5
3633053,25.25,25,142,1,22.5,27.5
3633733,25.25,25,142,1,22.5,27.5
3634413,25.25,25,142,1,22.5,27.5
3635093,25.25,25,142,1,22.5,27.5
3635773,25.25,25,142,1,22.5,27.5
3636453,25.25,25,141,1,22.5,27.5
3637133,25.25,25,141,1,22.5,27.5
3637813,25.25,25,141,1,22.5,27.5
3638493,25.25,25,141,1,22.5,27.5
3639173,25.25,25,141,1,22.5,27.5
3639853,25.25,25,141,1,22.5,27.5
3640533,25.25,25,141,1,22.5,27.5
3641213,25.31,25,141,1,22.5,27.5
3641893,25.31,25,141,1,22.5,27.5
3642573,25.31,25,140,1,22.5,27.5
3643253,25.31,25,140,1,22.5,27.5
3643933,25.31,25,140,1,22.5,27.5
3644613,25.31,25,140,1,22.5,27.5
3645293,25.31,25,140,1,22.5,27.5
3645973,25.31,25,140,1,22.5,27.5
3646653,25.31,25,140,1,22.5,27.5
3647333,25.31,25,140,1,22.5,27.5
3648013,25.31,25,140,1,22.5,27.5
3648693,25.31,25,140,1,22.5,27.5
3649373,25.31,25,139,1,22.5,27.5
3650053,25.31,25,139,1,22.5,27.5
3650733,25.37,25,139,1,22.5,27.5
3651413,25.31,25,139,1,22.5,27.5
3652093,25.31,25,139,1,22.5,27.5
3652773,25.37,25,139,1,22.5,27.5
3653453,25.37,25,139,1,22.5,27.5
3654133,25.37,25,138,1,22.5,27.5
3654813,25.37,25,138,1,22.5,27.5
3655493,25.37,25,138,1,22.5,27.5
3656173,25.37,25,138,1,22.5,27.5
3656853,25.37,25,138,1,22.5,27.5
3657533,25.37,25,138,1,22.5,27.5
3658213,25.37,25,138,1,22.5,27.5
3658893,25.37,25,138,1,22.5,27.5
3659573,25.37,25,137,1,22.5,27.5
3660252,25.37,25,137,1,22.5,27.5
3660933,25.37,25,137,1,22.5,27.5
3661613,25.44,25,137,1,22.5,27.5
3662293,25.44,25,137,1,22.5,27.5
3662973,25.44,25,137,1,22.5,27.5
3663653,25.44,25,136,1,22.5,27.5
3664333,25.44,25,136,1,22.5,27.5
3665013,25.37,25,136,1,22.5,27.5
3665693,25.37,25,136,1,22.5,27.5
3666373,25.44,25,136,1,22.5,27.5
3667053,25.44,25,136,1,22.5,27.5
3667733,25.44,25,136,1,22.5,27.5
3668413,25.44,25,135,1,22.5,27.5
3669093,25.37,25,136,1,22.5,27.5
3669773,25.44,25,135,1,22.5,27.5
3670452,25.44,25,135,1,22.5,27.5
3671133,25.44,25,135,1,22.5,27.5
3671813,25.44,25,135,1,22.5,27.5
3672493,25.44,25,135,1,22.5,27.5
3673173,25.44,25,134,1,22.5,27.5
3673853,25.44,25,134,1,22.5,27.5
3674533,25.44,25,134,1,22.5,27.5
3675213,25.44,25,134,1,22.5,27.5
3675893,25.44,25,134,1,22.5,27.5
3676573,25.44,25,134,1,22.5,27.5
3677253,25.44,25,134,1,22.5,27.5
3677933,25.44,25,133,1,22.5,27.5
3678613,25.44,25,133,1,22.5,27.5
3679293,25.44,25,133,1,22.5,27.5
3679973,25.44,25,133,1,22.5,27.5
3680653,25.44,25,133,1,22.5,27.5
3681333,25.44,25,133,1,22.5,27.5
3682013,25.44,25,133,1,22.5,27.5
3682693,25.44,25,132,1,22.5,27.5
3683373,25.44,25,132,1,22.5,27.5
3684053,25.44,25,132,1,22.5,27.5
3684733,25.44,25,132,1,22.5,27.5
3685413,25.44,25,132,1,22.5,27.5
3686093,25.44,25,132,1,22.5,27.5
3686773,25.44,25,131,1,22.5,27.5
3687453,25.44,25,131,1,22.5,27.5
3688133,25.44,25,131,1,22.5,27.5
3688813,25.44,25,131,1,22.5,27.5
3689493,25.44,25,131,1,22.5,27.5
3690173,25.44,25,131,1,22.5,27.5
3690853,25.44,25,131,1,22.5,27.5
3691533,25.44,25,130,1,22.5,27.5
3692213,25.44,25,130,1,22.5,27.5
3692893,25.5,25,130,1,22.5,27.5
3693573,25.5,25,130,1,22.5,27.5
3694253,25.5,25,130,1,22.5,27.5
3694933,25.5,25,129,1,22.5,27.5
3695613,25.44,25,130,1,22.5,27.5
3696293,25.5,25,129,1,22.5,27.5
3696973,25.5,25,129,1,22.5,27.5
3697653,25.5,25,129,1,22.5,27.5
3698333,25.5,25,129,1,22.5,27.5
3699013,25.5,25,129,1,22.5,27.5
3699693,25.5,25,128,1,22.5,27.5
3700373,25.5,25,128,1,22.5,27.5
3701053,25.5,25,128,1,22.5,27.5
3701733,25.5,25,128,1,22.5,27.5
3702413,25.5,25,128,1,22.5,27.5
3703093,25.5,25,127,1,22.5,27.5
3703773,25.5,25,127,1,22.5,27.5
3704453,25.5,25,127,1,22.5,27.5
3705133,25.5,25,127,1,22.5,27.5
3705813,25.5,25,127,1,22.5,27.5
3706493,25.5,25,127,1,22.5,27.5
3707172,25.56,25,126,1,22.5,27.5
3707853,25.5,25,126,1,22.5,27.5
3708533,25.5,25,126,1,22.5,27.5
3709213,25.5,25,126,1,22.5,27.5
3709893,25.5,25,126,1,22.5,27.5
3710573,25.5,25,126,1,22.5,27.5
